ACCESSION_NUMBER	ID	ISSUER	ISSUERSIGNATURE	ISSUERTITLE
0001665160-22-001203	1	Ingenious, Inc.	Hugo Pakula	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-001202	1	Pulse Protocol, Inc.	Robert Page	President
0001665160-22-001200	1	Pulse Protocol	Robert Page	President
0001665160-22-001196	1	Everybody Water, Inc	Megan Hayes	Co-Founder
0001665160-22-001195	1	CMPD Wealth, Corp	Andrew Glaze	CEO
0001665160-22-001191	1	Bot Image, Inc.	Randall Jones	President, CEO
0001555127-22-000006	1	IX Power Clean Water, Inc.	John R. (Grizz) Deal	CEO, Principal Executive Officer and Director
0001665160-22-001188	1	CHELLY, Inc	Nicolas Guerrieri	CEO
0001665160-22-001185	1	Mechanism Wellness	shakti jauhar	Co-Founder
0001665160-22-001183	1	CHELLY, Inc.	Nicolas Guerrieri	Director, CEO, and CFO
0001665160-22-001181	1	Daxbot Inc.	Jason Richards	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001062993-22-011009	1	Bobbie Baby, Inc.	/s/ Laura Hughes Modi	CEO
0001923348-22-000002	1	MultiVest Limited Partnership	Christopher Sanders	Manager of MV Management, LLC, the General Manager and Class M Member
0001793349-22-000001	1	Growing Talent LLC	Rashaan Everett	CEO
0001062993-22-011007	1	Tap Systems Inc.	/s/Dovid Schick	Chief Executive Officer
0001670254-22-000454	1	KarbonPay, Inc.	Brad Price	Founder & CEO
0001665160-22-001140	1	Flat Out of Heels	Dawn Dickson	CEO
0001665160-22-001152	1	Boaz Bikes inc	Emil Nnani	CEO
0001665160-22-001157	1	Finn Staber	Finn Staber	CEO
0001665160-22-001175	1	NearStar Fusion Inc.	Dr. F. Douglas Witherspoon	Chairman, President and Chief Scientist
0001816011-22-000003	1	Levered Learning, Inc.	Joshua Bradley	Chief Technology Officer
0001665160-22-001178	1	Smart Tire Recycling, Inc.	Betzalel M. Mendel Bassman	President & CEO
0001665160-22-001176	1	O2 Treehouse Commercial Inc	Dustin Feider	CEO, Principal Executive Officer and Director
0001665160-22-001146	1	Doron Merdinger	DM	Founder and CEO
0001670254-22-000456	1	Parlay, Inc.	Don Mastrangelo	Founder | CEO
0001665160-22-001164	1	Bamboo Ecologic Corporation	Russell Smith	CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer
0001866215-22-000002	1	Prep to Your Door LLC	Faiez Rana	Chief Executive Officer
0001665160-22-001165	1	SciTech Development, L.L.C.	/s/ Andrew J. Stumpf	CFO
0001665160-22-001162	1	Wireless electrical Grid LAN, WiGL Inc	Dr. Ahmad Glover	CEO & Founder
0001866215-22-000001	1	Prep to Your Door LLC	Faiez Rana	Chief Executive Officer
0001665160-22-001166	1	SCITECH DEVELOPMENT L.L.C.	Earl T. Holsapple, III	CEO, President, Manager and Co-founder
0001880827-22-000006	1	Quick Loadz Container System, LLC	Sean Jones	Chief Executive Officer
0001665160-22-001169	1	Aro Industries, Incorporated	David Aronne	Chief Executive Officer, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer, President and Secretary
0001824158-22-000001	1	NatureTrak, Inc.	Jontae James	Chief Executive Officer
0001871551-22-000001	1	Drink LMNT, Inc.	James Murphy	Chief Executive Officer
0001665160-22-001173	1	Karma Baker, Inc.	Arek Reeder	CEO & Founder
0001665160-22-001174	1	DelNova, Inc.	Mary Gardner	CEO, Director/Board Member, Principal Financial Officer
0001665160-22-001170	1	Scinovia Corp.	James Bradley Sund, Sr.	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001816011-22-000002	1	Levered Learning, Inc.	Joshua Bradley	Chief Technology Officer
0001665160-22-001172	1	HHITT, Inc.	Mike Piha	Co-Founder, CEO and  Board Member
0001812192-22-000001	1	BuildStream Technologies Inc.	/s/ Terence Clark	CEO
0001924885-22-000001	1	Xin Chao LLC	Tony Nguyen	Managing Member
0001665160-22-001143	1	Aquipor	Greg Johnson	President & CEO
0001924885-22-000003	1	Xin Chao LLC	Tony Nguyen	Managing Member
0001478263-22-000004	1	PT Motion Works, Inc.	Bryan Pate	Co-President
0001670254-22-000455	1	Harmony Turbines, Inc.	Christopher Moore	President / CEO
0001665160-22-001154	1	Zirconia Inc.	Benjamin T. Cook	CEO
0001665160-22-001135	1	Parallel Flight Technologies, Inc.	Joshua Resnick	CEO, CTO, President and Director
0001665160-22-001136	1	CIRQ PLUS, INC.	Yani Deros	CEO and Chairman of the Board
0001665160-22-001130	1	Legacy Concierge, Inc.	Betsy L. Ehrenberg	President, CEO and Director
0001653214-22-000009	1	Whereable Technologies, Inc.	A. Dale Mayo	Chairman of the Board, Interim CEO, and CFO
0001665160-22-001127	1	Beanstox Inc.	Louise Anne Poirier	CFO
0001926086-22-000001	1	esc Aerospace US, Inc.	/s/ Lars Weimer	President
0001822029-22-000001	1	Surya Spa, Inc	roger soffer	CEO
0001665160-22-001124	1	HealthPoint Plus, Inc.	Robert Goddard	Chairman, Chief Executive Officer, President, Principal Financial Officer, Principal Accounting Officer & Director
0001670254-22-000453	1	HIGHCLERE CASTLE SPIRITS INVESTMENTS LLC	Adam von Gootkin	Co-Founder & CEO
0001665160-22-001121	1	CIRQ PLUS, INC.	Yani Deros	CEO
0001665160-22-001119	1	Lisa Strain	Lisa Strain	Chief Executive Officer
0001670254-22-000452	1	Distilled Bath and Body, Inc.	Erica L Feucht	CEO
0001713167-22-000001	1	French Morning Media Group, Inc.	Emmanuel Saint-Martin	CEO
0001665160-22-001117	1	Scaeva Technologies, Inc.	Steven E. Curd	CEO and President
0001665160-22-001114	1	Zeehaus Inc.	Justin Lee	CEO
0001670254-22-000451	1	Tap Systems Inc.	Dovid Schick	CEO and Co-Founder
0001871262-22-000002	1	SDC Montego Bay HMT, LLC	Charles Schaffer	President
0001871262-22-000001	1	SDC Flamingo Bay MV, LLC	Charles Schaffer	President
0001669191-22-000453	1	Stars On Board Technologies, Inc.	Ray Fares	CEO
0001665160-22-001111	1	Metallum3D Inc.	Nelson Zambrana	CEO
0001877724-22-000003	1	Fitbux, Inc.	Joseph Reinke	Chief Executive Officer
0001702784-22-000004	1	CHRGR Inc.	John Mullin	Founder / CEO
0001665160-22-001109	1	Fisher Wallace Laboratories Inc.	Kelly Roman	CEO and Director
0001665160-22-001107	1	Lightning Clean Inc.	Ethan Blount	CEO
0001669191-22-000451	1	Transparent Path spc	Eric Weaver	CEO
0001665160-22-001106	1	Fisher Wallace Laboratories Inc.	Kelly Roman	CEO and Director
0001665160-22-001103	1	LaneAxis, Inc.	Rick Burnett	Chief Executive Officer, Acting Chief Financial Officer, Chairman and Director
0001713695-22-000005	1	Statum Systems Inc.	/s/ Frederick Lizza	CEO
0001746059-22-000176	1	B-side the Tracks Brewing Co.	Thomas Johnson	Owner and CoFounder
0001649856-22-000001	1	Greensbury Market, Corp.	Edward Hopper	CEO
0001622824-22-000003	1	Blue Star Service Solutions, Inc.	Robert O. Wray, Jr.	CEO
0001665160-22-001101	1	FLASH Scientific Technology Inc.	Jason Deese	Founder/CEO
0001709539-22-000001	1	Shark Wheel, Inc.	Zack Fleishman	CEO
0001761537-22-000001	1	WAHI NUTRITION, INC.	Peter Blankenship	President and Director
0001669191-22-000449	1	SAMPLESERVE, INC.	Russell Schindler	CEO
0001213900-22-022246	1	Matthew Feldman	/s/ Matthew Feldman	Chief Executive Officer
0001665160-22-001099	1	Novuson Surgical Inc.	Stuart Mitchell	CEO, Chairman, President, CTO
0001823177-22-000002	1	Million Marker Wellness, Inc.	Jenna Hua	CEO, President
0001665160-22-001096	1	Daren Houghtaling	Daren Houghtaling	President, CEO & DIRECTOR
0001665160-22-001093	1	Flash Scientific Technology Inc.	Jason Deese	CEO, Principal Executive Officer and Director
0001665160-22-001091	1	BEERMKR Inc.	Aaron Walls	CEO
0001665160-22-001089	1	Speranza Therapeutics, Inc.	Sal Rafanelli	President and CEO
0001858421-22-000002	1	Iris Social Stock App INC.	Brian Schardt	Chief Executive Officer
0001897387-22-000003	1	Curatif Inc.	Shubhra Sharma	Chief Executive Officer
0001897387-22-000002	1	Curatif Inc.	Shubhra Sharma	Chief Executive Officer
0001665160-22-001086	1	Smardii, Inc	SEBASTIEN GADDINI	PRESIDENT
0001811447-22-000004	1	FT1 Inc.	Robert Garland	Chief Executive Officer
0001665160-22-001084	1	Battle Approved Motors Inc	Chris James	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001857219-22-000004	1	Responsum Inc.	Andrew Rosenberg	Founder and CEO
0001746059-22-000175	1	Ciao Bread & Beverage, LLC	Sarah Holland	Owner and CoFounder
0001665160-22-001080	1	Battle Approved Motors Inc	Chris James	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001811447-22-000003	1	Universal Namespace, Inc.	Tobias Martens	Chief Executive Officer
0001811447-22-000002	1	Universal Namespace, Inc.	Tobias Martens	Chief Executive Officer
0001875492-22-000003	1	Clocr, Inc.	Apoorva Chintala	CEO, Director
0001864902-22-000001	1	FB Riverside II GP, LLC	Charles Schaffer	Control Member
0001665160-22-001078	1	HHITT, Inc.	Mike Piha	Co-Founder, CEO and  Board Member
0001665160-22-001077	1	Karma Baker, Inc.	Arek Reeder	CEO, CFO and Founder
0001669191-22-000443	1	Feel Good Lab LLC	Ryan Gresh	CEO
0001665160-22-001074	1	R3 Printing, Inc.	Paul Sieradzki	Director, Treasurer, Head of Product, Chief Executive Officer, and President
0001659586-22-000002	1	Citiesense Inc.	Starling Childs	President, CEO
0001835500-22-000001	1	AgWiki, Inc.	John LaRose Jr.	Vice Chairman of the Board / President
0001213900-22-022185	1	Balakrishnan Nair	/s/ Balakrishnan Nair	President and CEO
0001665160-22-001072	1	NearStar Fusion Inc.	Dr. F. Douglas Witherspoon	Chairman, President and Chief Scientist
0001665160-22-001071	1	Zirconia Inc.	Benjamin Cook	CEO and President
0001665160-22-001067	1	California Labs, Inc.	Brian Gannon	CEO and Principal Financial Officer
0001665160-22-001065	1	California Labs, Inc.	Brian Gannon	CEO and Principal Financial Officer
0001780909-22-000001	1	Guru.Club LLC	Sam Malone	CEO
0001875492-22-000002	1	Whitecap Enterprises ii, llc	Jeffrey Shiring	Managing Member
0001744818-22-000006	1	Inside.com, Inc.	Jason Calacanis	Chief Executive Officer
0001665160-22-001062	1	Airgility, Inc.	Pramod B Raheja	CEO
0001893079-22-000005	1	Xiggit, Inc.	Heather Lorraine Dawson	Chief Executive Officer and Director
0001669191-22-000441	1	DEOBIOSCIENCES INC	John Adamson	CEO
0001773255-22-000006	1	InnaMed, Inc.	Eshwar Inapuri	President
0001773255-22-000005	1	InnaMed, Inc.	Eshwar Inapuri	President
0001736388-22-000001	1	R3 Printing, Inc.	/s/ Paul Sieradzki	President, Chief Executive Officer, Treasurer, Director
0001665160-22-001060	1	VLISO, inc.	David Obasiolu	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-001059	1	Covira Surgical, Inc.	Peter Farmakis	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-22-000415	1	Hana Makgeolli LLC	Alice Jun	Founder & Brewer
0001670254-22-000419	1	Existential Technologies, Inc.	Robert Sweetman	Founder & CEO
0001670254-22-000417	1	StackSource, Inc.	Tim Milazzo	Co-founder & CEO
0001670254-22-000420	1	Amnion Life LLC	Amir Fassihi	Founder and CEO
0001670254-22-000416	1	Envel, Inc.	Matthew Armandi	Chief Financial Officer
0001670254-22-000450	1	PharmD Live Corporation	Cynthia Chioma NWAUBANI	Chief Executive Officer
0001665160-22-001057	1	RKS Off Road Corp.	Elisabeth Gritsch	CEO, President and Director
0001213900-22-022080	1	Scott Armstrong	/s/ Scott Armstrong	CEO & President
0001670254-22-000443	1	Ciari Guitars, Inc.	Jonathan Spangler	CEO and Founder
0001670254-22-000441	1	ModVans Inc.	Pj Tezza	Co-Founder/CEO
0001670254-22-000439	1	PointerTop, Inc.	Jason Junge	CEO
0001670254-22-000449	1	AMMOSQUARED, INC.	Dan Morton	CEO & Co-Founder
0001805525-22-000004	1	KapitalWise Inc.	Sajil Koroth	Chief Executive Officer
0001670254-22-000431	1	Toffee, Inc.	Yousef A	Founder
0001670254-22-000434	1	Vin Social Corporation	Sara Moll	Founder & CEO
0001665160-22-001042	1	xCraft Enterprises, Inc.	JD Claridge	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001670254-22-000432	1	PersonaFi, Inc.	Kenneth Mooso	CEO
0001670254-22-000433	1	Simply Tiny Development, a Public Benefit LLC	Dr. Sean Dixon	CEO
0001665160-22-001043	1	Sun50 LLC	Christie Covarrubias	Founder & CEO
0001857219-22-000002	1	Responsum Inc.	Andrew Rosenberg	Founder and CEO
0001665160-22-001050	1	OptioLend, Inc.	Richard Geisenfeld	CEO and Director
0001670254-22-000435	1	Accelerate3D Inc	Riley Knox	CEO
0001665160-22-001048	1	OptioLend, Inc.	Richard Geisenfeld	CEO and Director
0001857219-22-000003	1	FT1 Inc.	Robert Garland	Chief Executive Officer
0000891839-22-000005	1	Allibelle Foods, Inc.	/s/ Isabelle Steichen	President and Director
0001670254-22-000436	1	Pigeon Loans, Inc.	Brian Bristol	Founder & CTO
0001665160-22-001054	1	Psilothera, Inc	John Patrick Atanasio, Sr.	Chairman & CEO
0001665160-22-001053	1	Aro Industries, Incorporated	David Aronne	Chief Executive Officer, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer, President and Secretary
0001670254-22-000438	1	Future Proof Brands LLC dba BeatBox Beverages	Justin Fenchel	Co-Founder & CEO
0001670254-22-000444	1	Convesio, Inc.	Thomas Fanelli	Co-Founder/CEO
0001665160-22-001034	1	Eventcombo, Inc	Saroosh Gull	CEO
0001670254-22-000421	1	Frank App Inc.	Zachary Schlossberg	CEO & Product Developer
0001670254-22-000424	1	PHARM ROBOTICS, LLC	Marinus Dijkstra	CEO & Co-Founder
0001670254-22-000422	1	Urvin Finance, Inc.	David Lauer	CEO
0001665160-22-001036	1	xCraft Enterprises, Inc.	JD Claridge	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-001038	1	La Fayette Franchise	Nicolas Billaud	co-CEO
0001670254-22-000427	1	Wingspan Health Inc	Susanne Fortunato	Founder
0001670254-22-000425	1	Gerostate Alpha Incorporated	Simon Melov	CEO
0001670254-22-000429	1	Mainstem Malt, SPC	Phil Neumann	CEO & Co-Founder
0001670254-22-000426	1	UpCounsel Technologies, Inc.	KJ Erickson	UpCounsel CEO
0001665160-22-001029	1	T4L INC	Allen Witters	CEO
0001670254-22-000413	1	Counter-Intuitive Cooking Inc.	Maxwell Wieder	CEO and Co-Founder
0001670254-22-000414	1	Robovet Corporation	Irving Weinberg	Founder/Secretary
0001911152-22-000003	1	MediaHedge, Inc.	/s/ Jonathan Gosier	CEO
0001669191-22-000439	1	SelenBio, Inc	Kenny Gallagher	CEO
0001670254-22-000412	1	The Drivers Cooperative, Inc.	Erik Forman	President
0001665160-22-001025	1	POPS! Diabetes Care, Inc.	Lonny Stormo	CEO, Chairman of the Board of Director and Cofounder
0001665160-22-001026	1	SMART TIRE RECYCLING, INC.	Mendel Bassman	President and CEO
0001670254-22-000411	1	ABC FinTech LLC	Matthew Andelman	CEO & Co-Founder
0001894944-22-000003	1	Citizens Holdings LLC	Justin Giuffrida	Co-Founder; Co-Manager
0001634025-22-000002	1	PittMoss LLC	Brian Scott	CEO & Director
0001860270-22-000006	1	Kul Beverages LLC	Danielle Goss	Chief Executive Officer
0001899900-22-000002	1	Cheyenne Legends, Inc.	/s/ Lynne Koenigsberg	President
0001665160-22-001019	1	Virtualities, Inc.	Ryan Burningham	Chief Executive Officer, Co-Founder and Director, Principal Financial Officer, and Principal Accounting Officer
0001665160-22-001018	1	Pantera Global Technology, Inc.	DeWayne Adamson	President, CEO, Co-Founder and Director
0001670254-22-000410	1	Patek Myself Song, LLC	Miles Carroll	COO
0001665160-22-001013	1	Ryan Burningham	Ryan Burningham	CEO
0001665160-22-001012	1	Cocktail Squad, Inc.	Lauren Maggio	CEO, President, and Director
0001665160-22-001004	1	Magnuss Corp.	James Rhodes	CEO, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-001002	1	The Black Bread Company	Mark Edmond	CEO
0001670254-22-000406	1	Heart & Solar Brewing, LLC	Leslie White	CEO and Head Brewer
0001665160-22-000998	1	FoodsPass Inc.	Travis Matthew Siflinger	Founder & CEO
0001829703-22-000001	1	Union Electric Supply, Inc.	Tyler Allen Wakstein	Chief Executive Officer
0001665160-22-000993	1	Saebo, Inc.	Todd D. Wiebusch	Director
0001824984-22-000001	1	CountertopSmart, Inc.	Zachary House	CEO
0001665160-22-000990	1	Konnected Inc.	Nathaniel Clark	CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer and Chairman
0001665160-22-000989	1	Retina Technologies, Inc.	Claudio Randal Serafini	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001887265-22-000003	1	Dryvebox, Inc.	Adeel Yang	Chief Executive Officer
0001665160-22-000985	1	SAEBO, Inc.	Peter Durand	CEO and Director
0001702784-22-000002	1	CHRGR Inc.	John Mullin	CEO
0001665160-22-000983	1	XR Casino Inc.	Dan Martinez	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000981	1	Flying Ship Technologies, Corp.	William C. Peterson	CEO
0001669191-22-000437	1	ScanHash LLC	Robert Waterman	Principal Executive Officer
0001665160-22-000978	1	TMJ Relax, Inc.	Charles Sutera III	Chief Executive Officer and Director
0001860270-22-000005	1	ToneStone, Inc	Gregory LoPiccolo	Chief Executive Officer
0001670254-22-000404	1	Technocentra Group, Inc.	Nageswar Bijivemula	CEO at Beetexting
0001665160-22-000975	1	Yerbae Brands Co	Todd Gibson	CEO
0001665160-22-000973	1	Lightning Clean Inc.	Ethan Blount	CEO
0001665160-22-000971	1	Charles Sutera III	Charles Sutera III	Chief Executive Officer and Director
0001887265-22-000002	1	Kicks Industries, Inc.	Tyler Stuart	CEO & Founder
0001860270-22-000004	1	Cabinet Health P.B.C.	Achal Patel	Chief Executive Officer
0001665160-22-000969	1	No-H2O USA INC	Emmet O'Brien	CEO
0001644600-22-000057	1	Infinite Composites, Inc.	R. Matt Villarreal	Chief Executive Officer
0001846988-22-000004	1	NPCX, Inc.	Cameron Madani	Chief Executive Officer
0001816547-22-000005	1	Ember Fund, Inc	Alex Wang	Chief Executive Officer
0001880038-22-000002	1	Mariposa Technology, Inc./LA	John Roberts	Director
0001816547-22-000004	1	Ember Fund, Inc	Alex Wang	Chief Executive Officer
0001665160-22-000963	1	Todd Zaroban	Todd Zaroban	CEO
0001665160-22-000961	1	Brigade Automation Corporation	Thomas Burns	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000958	1	MentalHappy, Inc	Tamar L. Blue	CEO
0001665160-22-000957	1	ZenSpace Inc	Mayank Agrawal	CEO
0001831877-22-000002	1	Manta Biofuel, Inc.	Christopher Lindsay	CEO
0001493152-22-011305	1	Worthy Financial, Inc	/s/ Sally Outlaw	Chief Executive Officer
0001816547-22-000003	1	Buffd, Inc.	Benjamin Goldhaber	Chief Executive Officer
0001665160-22-000951	1	William F Diggins II	William Diggins	President & CEO
0001831877-22-000001	1	kweliTV, Inc.	DeShuna Spencer	Chief Executive Officer
0001665160-22-000949	1	FuelGems Inc.	Kirill Gichunts	CEO
0001665160-22-000946	1	Clear Water Distilling Co	Matthew Eau Claire	CEO
0001746059-22-000174	1	Mind Gut Health Inc	Charlotte Troy	CEO
0001665160-22-000943	1	Audea Inc	Douglas Kihm	CEO
0001665160-22-000941	1	Care Angel, Inc.	Bud Flagstad	Chief Executive Officer
0001665160-22-000938	1	Audea Inc.	Douglas Kihm	CEO, Director
0001665160-22-000937	1	Whimstay	Behshad Jamshahi	CEO
0001665160-22-000934	1	Aqua Vault, Inc.	Robert Peck	Chief Executive Officer
0001665160-22-000929	1	Mycocycle, Inc.	Joanne Rodriguez	President
0001665160-22-000928	1	Whimstay, Inc.	Behshad (Ben) Jamshahi	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001794960-22-000002	1	Fashwire Inc.	Kimberly Carney	CEO
0001806372-22-000001	1	Dollaride, Inc.	Sulaiman Sanni	CEO
0001665160-22-000925	1	Cubios, Inc.	Maxim Filin	CEO
0001665160-22-000922	1	Cubios, Inc.	Maxim Filin	CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer
0001644600-22-000056	1	BIOCURITY PHARMACEUTICALS INC.	MerchantCass Advisors, LLC	President, Principal Executive Officer, and COO
0001665160-22-000919	1	Vxtra Health Plan, Inc.	Larry Hightower	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000918	1	BlackHeart Bike Company	Zachary Thomas Lambert	Chief Executive Officer
0001879376-22-000006	1	Epoch Financial Group, Inc.	Evan Wade	Chief Executive Officer
0001816547-22-000001	1	Buffd, Inc.	Benjamin Goldhaber	Chief Executive Officer
0001665160-22-000915	1	Eyedaptic, Inc.	Jay E. Cormier	President & CEO
0001922648-22-000001	1	Bee My Blessing LLC	Michael Carr	President
0001894944-22-000002	1	Kul Beverages LLC	Danielle Goss	Chief Executive Officer
0001665160-22-000913	1	Red Eye Louie's Inc.	Chander Arora	Founder, CEO and Director
0001864936-22-000006	1	Curatif Inc.	Shubhra Sharma	Chief Executive Office
0001864936-22-000005	1	Mighty Monkey, LLC	Carolyn Haeler	Chief Executive Officer
0001665160-22-000911	1	MF Fire, Inc	Paul LaPorte	CEO
0001665160-22-000909	1	Ichor, INC	Trevor Bates	President
0001911489-22-000004	1	Newel Corp.	Zachary Stern	Chief Executive Officer and Sole Director
0001813720-22-000003	1	AASHNA INC.	Stephanie O'Brien	Chief Executive Officer
0001847124-22-000001	1	Arlene, Inc.	Colin Jacobsen	Chief Executive Officer
0001861802-22-000001	1	Rx Delivered Now Inc.	Anthony Do	Chief Executive Officer
0001878261-22-000002	1	Revero Inc	Mahsa Rostami	Chief Executive Officer
0001665160-22-000903	1	Luke Tipple	Richard Little	CEO
0001864936-22-000004	1	Mighty Monkey, LLC	Carolyn Haeler	Chief Executive Officer
0001871266-22-000001	1	House of Bowr LLC	Parikshit Guhabiswas	Chief Executive Officer
0001863157-22-000002	1	Troop Beverage Co.	Caroline DesRosiers	Chief Executive Officer
0001924283-22-000001	1	Triune Solutions LLC	Teresa Gilchrist	President and CEO
0001665160-22-000907	1	Online Stores, Inc.	Kevin Hickey	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001874161-22-000002	1	Champion Lender Inc	Viola J. Carmona	Sole Director and Chief Executive Officer
0001665160-22-000906	1	IntriEnergy, Inc.	Jacqueline Coffey	CEO, Principal Executive Officer and Director
0001683168-22-002955	1	CLOUDASTRUCTURE, INC.	/s/ Rick Bentley	Chief Executive Officer
0001871266-22-000002	1	House of Bowr LLC	Parikshit Guhabiswas	Chief Executive Officer
0001665160-22-000905	1	Eli Electric Vehicles, Inc.	Binhan Li	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000898	1	NearStar Fusion Inc.	Randel E. Roy	CEO
0001925403-22-000005	1	Scrimmage Co.	Matt Dever	Co-Founder and Co-CEO
0001665160-22-000896	1	Redivivus, Inc.	Erika Guerrero	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001835459-22-000001	1	Lynx City LLC	Alan Moisio	CEO
0001665160-22-000900	1	HestiaNYC Corp	Craig Watson	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000893	1	2124 Brewing Company LLC	Ryan Bove	CEO, Principal Financial Officer, and Manager
0001908756-22-000001	1	HOLD THE MAGIC, INC.	Shannon Cahoon	Chief Executive Officer
0001213900-22-021707	1	Oracle Health, Inc.	/s/ Jaeson Bang	Chief Executive Officer
0001665160-22-000890	1	Revolution MD	Josh Kimmel	President
0001665160-22-000889	1	Return Home, Inc.	Micah Truman	CEO and Director
0001665160-22-000886	1	Redivivus, Inc.	Erika Guerrero	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000884	1	Mike Piha	Mike Piha	CEO
0001665160-22-000881	1	PVP International, Inc.	Phil Stover	CEO
0001562529-22-000002	1	SnapDNA Corp	David Medin	CEO
0001665160-22-000878	1	Revolution MD	Josh Kimmel	President
0001665160-22-000875	1	AvaWatz Company	Rajini Anachi	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001738944-22-000001	1	PIXILATED LLC	/s/ Nicolas China	Chief Executive Officer and Manager
0001750513-22-000003	1	Visuwall Technologies Inc.	Kobi Wu	Founder & CEO
0001665160-22-000872	1	SkillSoniq, Inc.	Abhinav Verma	Founder
0001889963-22-000002	1	ReadyB, Inc.	Edan Mimran	CEO
0001017386-22-000182	1	Pegasus Tel, Inc.	/s/ Lorenzo Luciano Piceni	President
0001665160-22-000870	1	Parkway Autonomous Inc.	Alexander Stefman	CEO, President, Principal Executive Officer, Director, and Principal Accounting Officer
0001835812-22-000003	1	FullSkoop, Inc.	Siddharth Sahni	Chief Executive Officer, President
0001835812-22-000001	1	FullSkoop, Inc.	Siddharth Sahni	Chief Executive Officer, President
0001665160-22-000865	1	Yae! Organics Inc	Lorenzo Holley	Director
0001665160-22-000864	1	Alexander Stefman	Alexander Stefman	CEO
0001750513-22-000002	1	Oz. House LLC	Sean Kanter	Managing Member
0001669191-22-000433	1	Backers, Inc.	Brian Tinney	CEO
0001665160-22-000860	1	Boaz Bikes, Inc	Emil Nnani	CEO and Director
0001665160-22-000858	1	Dan Clark Audio Inc	Dan Clark	CEO
0001665160-22-000855	1	Global Startup Ecosystem	Christine Baah Ntim	CEO
0001665160-22-000854	1	Goffee, Inc	Vincent Meyer	CEO, Principal Executive Officer, and Director, Principal Financial Officer, and Principal Accounting Officer
0001213900-22-021620	1	GENESISAI CORPORATION	/s/ Archil Cheishvili	Chief Executive Officer
0001665160-22-000851	1	Taste Labs, Inc	John Lin	CEO
0001755873-22-000006	1	VisuWall Technologies Inc. (f/k/a VisuWall Technologies, LLC)	Kobi Wu	Founder & CEO
0001669191-22-000431	1	Eyes 4 Lives, Inc.	Roger Wu	CEO
0001665160-22-000850	1	Aquipor Technologies, Inc.	Greg Johnson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000845	1	Alelo Inc.	William Lewis Johnson	CEO
0001882590-22-000003	1	Redrock Biometrics, Inc.	Sergei Badeka	CBO
0001665160-22-000842	1	O2 Treehouse Commercial Inc	Dustin Feider	CEO, Principal Executive Officer and Director
0001665160-22-000839	1	Dustin Feider	Dustin Feider	Chief Executive Officer / Director
0001665160-22-000838	1	HestiaNYC Corp	Craig Watson	CEO/Founder
0001665160-22-000835	1	DelNova, Inc.	Mary Gardner	CEO, Director/Board Member, Principal Financial Officer
0001665160-22-000833	1	Steiner's Coffee Cake of New York, Inc.	Jennifer Steiner Pool	President
0001665160-22-000831	1	Mary Gardner	Mary Gardner	CEO & Board Director
0001665160-22-000829	1	Steiner's Coffee Cake of New York, Inc.	Jennifer Steiner Pool	President
0001017386-22-000180	1	China Solar & Clean Energy Solutions, Inc.	Shelli Fields	President
0001718528-22-000002	1	World's Best Enterprises LLC	Kevin Chow	CEO
0001665160-22-000826	1	Tiki inc.	Michael Audi	Founder & CEO
0001852106-22-000002	1	Issuer Pixel, Inc	Joseph Toczydlowski	Chief Financial Officer
